,gvkey,year,sim
2575,10860,2002,0.050071820444561786
2576,10860,2003,0.09661543095930542
2577,10860,2004,0.14386948684494494
2578,10860,2005,0.20263179811930074
2579,10860,2006,0.261405584114643
2580,10906,2002,0.2108726060314793
2581,10906,2003,0.128504317134451
2582,10906,2004,0.1752929711038316
2583,10906,2005,0.21857477519225837
2584,10906,2006,0.2589456642281659
2585,10920,2002,9.361765039989727
2586,10920,2003,9.460336912058144
2587,10920,2004,9.640528707048242
2588,10920,2005,9.723039136970147
2589,10920,2006,9.885331471155377
2590,10972,2002,20.861651754245134
2591,10972,2003,20.59575469034079
2592,10972,2004,20.686612720102456
2593,10972,2005,20.865374874080306
2594,10972,2006,21.070919186836395
2595,10983,2002,208.940050060747
2596,10983,2003,208.4067899566898
2597,10983,2004,208.95941763464947
2598,10983,2005,210.17361221471202
2599,10983,2006,211.44741447639814
2600,10991,2002,0.060000000000000005
2601,10991,2003,0.11401850117942006
2602,10991,2004,0.17085057552343091
2603,10991,2005,0.22928188173875705
2604,10991,2006,0.28895337719433534
2605,11035,2002,1.0763891136336146
2606,11035,2003,1.0483356992413293
2607,11035,2004,1.08928644613033
2608,11035,2005,1.154997163116457
2609,11035,2006,1.2076009207155702
2610,11051,2002,-0.005134792465291995
2611,11051,2003,0.00011422547388818122
2612,11051,2004,0.029532252469760892
2613,11051,2005,0.08661371236088367
2614,11051,2006,0.14206527344831446
2615,11060,2002,0.9603083529903341
2616,11060,2003,1.061219740246268
2617,11060,2004,1.1447056791121994
2618,11060,2005,1.223806805998395
2619,11060,2006,1.2981637171515774
2620,11094,2002,4.792386373631046
2621,11094,2003,4.902819523400154
2622,11094,2004,4.943682911327294
2623,11094,2005,5.0771630197363615
2624,11094,2006,5.177955381971611
2625,11096,2002,3.148131538040384
2626,11096,2003,3.0119841890944095
2627,11096,2004,3.0113068466462485
2628,11096,2005,2.992414517709454
2629,11096,2006,3.011983097204956
2630,11115,2002,18.488509693330123
2631,11115,2003,18.74676208377492
2632,11115,2004,19.00195946359096
2633,11115,2005,19.202158880306254
2634,11115,2006,19.34176633431365
2635,11124,2002,20.476099247023313
2636,11124,2003,20.56832371440391
2637,11124,2004,20.696982740549366
2638,11124,2005,20.818323198334067
2639,11124,2006,20.958185786043323
2640,11128,2002,10.437799751709864
2641,11128,2003,10.405987854980872
2642,11128,2004,10.435565929970114
2643,11128,2005,10.528099714762426
2644,11128,2006,10.626603227763917
2645,11183,2002,0.04813010356003596
2646,11183,2003,0.08493910747358624
2647,11183,2004,0.12462721998589044
2648,11183,2005,0.1737597585430948
2649,11183,2006,0.23282441465767
2650,11191,2002,37.96024847719321
2651,11191,2003,39.58701606092861
2652,11191,2004,40.593579125926446
2653,11191,2005,41.34739089695683
2654,11191,2006,41.90089684692803
2655,11225,2002,0.05004368791011987
2656,11225,2003,0.1050547502399223
2657,11225,2004,0.16141994437536022
2658,11225,2005,0.21958587639710472
2659,11225,2006,0.279051576667242
2660,11228,2002,0.13693636859784103
2661,11228,2003,0.17287859235590802
2662,11228,2004,0.21447137100099373
2663,11228,2005,0.2685642068819439
2664,11228,2006,0.31944575479726606
2665,11234,2002,0.05805828311547419
2666,11234,2003,0.10234217769370088
2667,11234,2004,0.1516083086643764
2668,11234,2005,0.20040984216255112
2669,11234,2006,0.2603722077373623
2670,11259,2002,1.0876202971009654
2671,11259,2003,1.1659938469794642
2672,11259,2004,1.2370921035759606
2673,11259,2005,1.3131167813914506
2674,11259,2006,1.3802895540832905
2675,11264,2002,0.060000000000000005
2676,11264,2003,0.11401850117942006
2677,11264,2004,0.17085057552343091
2678,11264,2005,0.22928188173875705
2679,11264,2006,0.28895337719433534
2680,11288,2002,36.57434728776518
2681,11288,2003,37.016149090275384
2682,11288,2004,37.43385483953806
2683,11288,2005,37.975068749124105
2684,11288,2006,38.390266829248766
2685,11315,2002,0.06065309739078818
2686,11315,2003,0.115236640447927
2687,11315,2004,0.17269273185346573
2688,11315,2005,0.231758274908995
2689,11315,2006,0.29209713955323807
2690,11361,2002,0.060000000000000005
2691,11361,2003,0.11401850117942006
2692,11361,2004,0.17085057552343091
2693,11361,2005,0.22978322271276355
2694,11361,2006,0.289934106233394
2695,11376,2002,0.9067350430777096
2696,11376,2003,0.973417897859085
2697,11376,2004,1.0588421100641543
2698,11376,2005,1.1350834149716769
2699,11376,2006,1.2077638573454856
2700,11399,2002,6.311763430733133
2701,11399,2003,5.599107955739967
2702,11399,2004,5.2945551804763635
2703,11399,2005,5.233436423781129
2704,11399,2006,5.282873878203749
2705,11446,2002,18.15718668235825
2706,11446,2003,18.813035897704886
2707,11446,2004,19.276724799752934
2708,11446,2005,19.64372774337479
2709,11446,2006,19.871329126687044
2710,11456,2002,41.55580378002565
2711,11456,2003,42.694038290021695
2712,11456,2004,43.43189193763889
2713,11456,2005,44.02590056805791
2714,11456,2006,44.482507698734025
2715,11462,2002,4.14076946955668
2716,11462,2003,4.253131203351308
2717,11462,2004,4.359180102020975
2718,11462,2005,4.474212265102267
2719,11462,2006,4.560783156196703
2720,11465,2002,52.79491801535099
2721,11465,2003,54.14103645038209
2722,11465,2004,55.188788268519836
2723,11465,2005,55.95413330118182
2724,11465,2006,56.584002969959144
2725,11509,2002,21.816184002515392
2726,11509,2003,22.485515989461227
2727,11509,2004,22.94346709277449
2728,11509,2005,23.271598824454784
2729,11509,2006,23.55097233424181
2730,11511,2002,0.19737399403061787
2731,11511,2003,0.2357557386043038
2732,11511,2004,0.28929506939907473
2733,11511,2005,0.34382198006679277
2734,11511,2006,0.39732738666228773
2735,11550,2002,2.7471134456465123
2736,11550,2003,2.914866501188411
2737,11550,2004,3.0269502638931427
2738,11550,2005,3.128462491745802
2739,11550,2006,3.231874265072422
2740,11566,2002,3.9047129579659394
2741,11566,2003,4.101217398255267
2742,11566,2004,4.238388261166268
2743,11566,2005,4.372047892975164
2744,11566,2006,4.474849192801321
2745,11573,2002,4.653635352432638
2746,11573,2003,4.854784920104237
2747,11573,2004,4.9935962900024595
2748,11573,2005,5.112197083074653
2749,11573,2006,5.2370009435002425
2750,11580,2002,10.37600418248516
2751,11580,2003,10.766666220420605
2752,11580,2004,11.033573271275671
2753,11580,2005,11.28183720913266
2754,11580,2006,11.468115364389153
2755,11609,2002,19.372434910942996
2756,11609,2003,19.604485523399255
2757,11609,2004,19.88636086349038
2758,11609,2005,20.075852840784364
2759,11609,2006,20.220603916884023
2760,11636,2002,543.6649137813286
2761,11636,2003,535.6739713180544
2762,11636,2004,532.0474499147346
2763,11636,2005,531.087842016128
2764,11636,2006,532.5084069458862
2765,11644,2002,2.760925058971002
2766,11644,2003,2.955622218379964
2767,11644,2004,3.0924158862897375
2768,11644,2005,3.2128566545176707
2769,11644,2006,3.3165843970660607
2770,11694,2002,21.57954072429437
2771,11694,2003,22.303940771997734
2772,11694,2004,22.72023925263401
2773,11694,2005,23.065811444115973
2774,11694,2006,23.399204128429993
2775,11720,2002,0.4362076959328356
2776,11720,2003,0.4101106280498143
2777,11720,2004,0.4222056509563164
2778,11720,2005,0.45001285672800695
2779,11720,2006,0.4878470897691756
2780,11721,2002,4.577544167287425
2781,11721,2003,4.6749277613291556
2782,11721,2004,4.800643507307482
2783,11721,2005,4.893599149732073
2784,11721,2006,4.964116145991135
2785,11748,2002,1.4462623641655803
2786,11748,2003,1.414797706030516
2787,11748,2004,1.4444193156174394
2788,11748,2005,1.477285439237534
2789,11748,2006,1.5219909147406336
2790,11751,2002,0.023214346416392095
2791,11751,2003,0.0440581513353973
2792,11751,2004,0.08292544758636472
2793,11751,2005,0.14063377238127636
2794,11751,2006,0.1976291750483837
2795,11805,2002,2.7589833420864753
2796,11805,2003,2.943945894894245
2797,11805,2004,3.073173619430682
2798,11805,2005,3.183984614941464
2799,11805,2006,3.288324168025513
2800,11903,2002,0.010246572085041254
2801,11903,2003,0.0607604272013145
2802,11903,2004,0.10614696225266215
2803,11903,2005,0.16384777675269144
2804,11903,2006,0.2217983820062696
2805,11910,2002,21.542611308828032
2806,11910,2003,21.003724842772655
2807,11910,2004,21.029690396976065
2808,11910,2005,21.01890265404487
2809,11910,2006,21.135839365626378
2810,11923,2002,0.9603083529903341
2811,11923,2003,1.061219740246268
2812,11923,2004,1.1447056791121997
2813,11923,2005,1.223806805998395
2814,11923,2006,1.2981637171515774
2815,11929,2002,0.060000000000000005
2816,11929,2003,0.11401850117942006
2817,11929,2004,0.17085057552343091
2818,11929,2005,0.22928188173875705
2819,11929,2006,0.28895337719433534
2820,11930,2002,0.9518437057539684
2821,11930,2003,1.0436426355443713
2822,11930,2004,1.1277242038221524
2823,11930,2005,1.206132834939111
2824,11930,2006,1.280049409158294
2825,11934,2002,0.060332218920386385
2826,11934,2003,0.11431760064846533
2827,11934,2004,0.1714602366634307
2828,11934,2005,0.22987099045903556
2829,11934,2006,0.28956318542278625
2830,12053,2002,181.55825858613522
2831,12053,2003,181.92879187278834
2832,12053,2004,183.10799846949092
2833,12053,2005,184.15954695429392
2834,12053,2006,185.11351127207655
2835,12075,2002,0.060487576940893406
2836,12075,2003,0.11478244868259727
2837,12075,2004,0.1718211204290522
2838,12075,2005,0.23041724695093704
2839,12075,2006,0.29010185304195085
2840,12091,2002,0.9588258556921448
2841,12091,2003,1.0499568559899843
2842,12091,2004,1.1258983856143272
2843,12091,2005,1.1956969110337532
2844,12091,2006,1.2703227882752925
2845,12136,2002,781.7123540837725
2846,12136,2003,793.4559620802778
2847,12136,2004,803.2244542411936
2848,12136,2005,810.9972125688231
2849,12136,2006,817.3194116513032
2850,12141,2002,682.920893166353
2851,12141,2003,683.0408195648745
2852,12141,2004,685.7191950674426
2853,12141,2005,688.3304696413234
2854,12141,2006,691.0257480766377
2855,12142,2002,130.80107571171303
2856,12142,2003,132.43449850483177
2857,12142,2004,134.02103652420834
2858,12142,2005,135.22451582619084
2859,12142,2006,136.3588050569971
2860,12180,2002,5.730989087913333
2861,12180,2003,5.78152198376318
2862,12180,2004,5.8581352257925525
2863,12180,2005,5.927076517293113
2864,12180,2006,5.996460127625409
2865,12181,2002,1.9714188496156277
2866,12181,2003,2.0679861719696992
2867,12181,2004,2.142050071595306
2868,12181,2005,2.2090699551409556
2869,12181,2006,2.291073289121324
2870,12189,2002,1.464296300544108
2871,12189,2003,1.4575811917171628
2872,12189,2004,1.5053966642664847
2873,12189,2005,1.538045829684391
2874,12189,2006,1.5846972859617632
2875,12206,2002,28.77998262434658
2876,12206,2003,29.400256880333252
2877,12206,2004,29.98047093800017
2878,12206,2005,30.38563968309528
2879,12206,2006,30.561963095457042
2880,12212,2002,15.307319670693623
2881,12212,2003,15.820401772730762
2882,12212,2004,16.189822414306818
2883,12212,2005,16.488947521858183
2884,12212,2006,16.678179572099893
2885,12215,2002,247.21497738341637
2886,12215,2003,252.66358169534837
2887,12215,2004,256.8442548190843
2888,12215,2005,259.96714081950324
2889,12215,2006,262.21302991610526
2890,12216,2002,23.313294754821484
2891,12216,2003,23.64345473000071
2892,12216,2004,23.907509738220632
2893,12216,2005,24.175811340614587
2894,12216,2006,24.40136250875973
2895,12233,2002,32.64986052960313
2896,12233,2003,32.06824756059161
2897,12233,2004,32.10286471780181
2898,12233,2005,32.07731218677023
2899,12233,2006,32.043816013767646
2900,12234,2002,2.4331218035373823
2901,12234,2003,2.4291321076744423
2902,12234,2004,2.470643071063489
2903,12234,2005,2.519464151746183
2904,12234,2006,2.5703756943481153
2905,12236,2002,3.6212473061497943
2906,12236,2003,3.602231551615985
2907,12236,2004,3.642423207154992
2908,12236,2005,3.6757285834440485
2909,12236,2006,3.729239281537542
2910,12250,2002,0.18668979651279982
2911,12250,2003,0.22590619126222905
2912,12250,2004,0.27896748563947893
2913,12250,2005,0.33319881351274694
2914,12250,2006,0.38585304857458325
2915,12252,2002,8.469679126406168
2916,12252,2003,8.218397028784473
2917,12252,2004,8.133291158561118
2918,12252,2005,8.078005384473597
2919,12252,2006,8.105102556627125
2920,12256,2002,33.088186099550626
2921,12256,2003,32.18008659991594
2922,12256,2004,31.798852915075695
2923,12256,2005,31.76053277092354
2924,12256,2006,31.806798206000252
2925,12262,2002,2.4519207632425934
2926,12262,2003,2.4648986263459824
2927,12262,2004,2.5158465210709435
2928,12262,2005,2.565486268962572
2929,12262,2006,2.618114161982701
2930,12274,2002,1.0353103293806272
2931,12274,2003,1.0914808079321716
2932,12274,2004,1.1339943547944042
2933,12274,2005,1.199731776454761
2934,12274,2006,1.264265402564381
2935,12275,2002,0.04810197102559405
2936,12275,2003,0.09337842675420313
2937,12275,2004,0.14217767751630572
2938,12275,2005,0.1907138368208988
2939,12275,2006,0.250470407210269
2940,12377,2002,3.431452177043702
2941,12377,2003,3.519427158230362
2942,12377,2004,3.624705961766862
2943,12377,2005,3.705230450463615
2944,12377,2006,3.774720879300393
2945,12381,2002,3.117948026745199
2946,12381,2003,3.1961367232677227
2947,12381,2004,3.272303889525116
2948,12381,2005,3.3517205820852185
2949,12381,2006,3.432305211136358
2950,12389,2002,18.010347886655246
2951,12389,2003,18.39534755900864
2952,12389,2004,18.660875026127005
2953,12389,2005,18.894371256341092
2954,12389,2006,19.104705602251734
2955,12390,2002,3.2435689530049476
2956,12390,2003,3.248030614466402
2957,12390,2004,3.2762069256960378
2958,12390,2005,3.2941485121721983
2959,12390,2006,3.3699765871956964
2960,12433,2002,0.9001204284200419
2961,12433,2003,0.9871475573611633
2962,12433,2004,1.0616376849765286
2963,12433,2005,1.1290588772844452
2964,12433,2006,1.2022518310841903
2965,12441,2002,0.060000000000000005
2966,12441,2003,0.11401850117942006
2967,12441,2004,0.17085057552343091
2968,12441,2005,0.22928188173875705
2969,12441,2006,0.28895337719433534
2970,12482,2002,0.060000000000000005
2971,12482,2003,0.11426180183315529
2972,12482,2004,0.1710696211342768
2973,12482,2005,0.22951233641944085
2974,12482,2006,0.28919031677768187
2975,12540,2002,34.93455755146883
2976,12540,2003,34.47653173525348
2977,12540,2004,34.39699435738775
2978,12540,2005,34.46922426087022
2979,12540,2006,34.621981398867604
2980,12581,2002,1.7051818654555706
2981,12581,2003,1.6896452528125552
2982,12581,2004,1.6953521493193422
2983,12581,2005,1.7557222269719224
2984,12581,2006,1.8255736095858661
2985,12592,2002,-0.1440659523733351
2986,12592,2003,-0.186196195674754
2987,12592,2004,-0.1472326662147192
2988,12592,2005,-0.09771804950951912
2989,12592,2006,-0.0463032941688179
2990,12597,2002,0.9313557802493961
2991,12597,2003,1.010542814250035
2992,12597,2004,1.0660220670627196
2993,12597,2005,1.1460987057928076
2994,12597,2006,1.2178365026277393
2995,12621,2002,0.060000000000000005
2996,12621,2003,0.11401850117942006
2997,12621,2004,0.17085057552343091
2998,12621,2005,0.22928188173875705
2999,12621,2006,0.28895337719433534
3000,12679,2002,31.097924578519574
3001,12679,2003,29.351048342118368
3002,12679,2004,28.572870182678884
3003,12679,2005,28.190733276177525
3004,12679,2006,28.146089779218826
3005,12691,2002,4.696253751168758
3006,12691,2003,4.959391978205359
3007,12691,2004,5.138605412625058
3008,12691,2005,5.286912228333048
3009,12691,2006,5.413487140082589
3010,12711,2002,1.4869801632212936
3011,12711,2003,1.5273351446287475
3012,12711,2004,1.5966082062922506
3013,12711,2005,1.6591622899704341
3014,12711,2006,1.705909412889516
3015,12713,2002,1.8385590695467606
3016,12713,2003,1.961704830956275
3017,12713,2004,2.0445832573941676
3018,12713,2005,2.135432084004115
3019,12713,2006,2.22293977387837
3020,12717,2002,1.1378386493726227
3021,12717,2003,1.1221364539496659
3022,12717,2004,1.1571537396025615
3023,12717,2005,1.2061512984863374
3024,12717,2006,1.2621758354375252
3025,12718,2002,3.9327095277431567
3026,12718,2003,4.133454215177302
3027,12718,2004,4.282848545178137
3028,12718,2005,4.406470220131381
3029,12718,2006,4.511574676523617
3030,12719,2002,0.05004368791011987
3031,12719,2003,0.10505475023992233
3032,12719,2004,0.1614199443753602
3033,12719,2005,0.21996301137414684
3034,12719,2006,0.2798712046964705
3035,12757,2002,0.11306222427670015
3036,12757,2003,0.10309460520720187
3037,12757,2004,0.13842564345846067
3038,12757,2005,0.19002905762696182
3039,12757,2006,0.23872107871278517
3040,12762,2002,2.314808775704801
3041,12762,2003,2.3429405686908127
3042,12762,2004,2.396775858031994
3043,12762,2005,2.4499124490205135
3044,12762,2006,2.508901028885475
3045,12788,2002,0.1629555518223941
3046,12788,2003,0.16512428672179813
3047,12788,2004,0.22111073396408154
3048,12788,2005,0.2729672033306788
3049,12788,2006,0.3241207612261651
3050,12796,2002,0.9603083529903341
3051,12796,2003,1.061219740246268
3052,12796,2004,1.1447056791121992
3053,12796,2005,1.2238068059983953
3054,12796,2006,1.298163717151577
3055,12828,2002,1.0972172539292528
3056,12828,2003,1.1826051217416367
3057,12828,2004,1.2627698409943333
3058,12828,2005,1.3380418697534424
3059,12828,2006,1.4058186247272717
3060,12850,2002,0.06001602759766016
3061,12850,2003,0.1140717024063008
3062,12850,2004,0.17085780978383783
3063,12850,2005,0.22926011414546024
3064,12850,2006,0.2889264605805352
3065,12868,2002,0.04959363587910845
3066,12868,2003,0.08476507299180411
3067,12868,2004,0.1346268333743293
3068,12868,2005,0.1833995655479484
3069,12868,2006,0.2428554293964587
3070,12874,2002,0.19667461246271006
3071,12874,2003,0.23509322020438056
3072,12874,2004,0.2886283969342177
3073,12874,2005,0.34309931009731026
3074,12874,2006,0.39597902315011635
3075,12884,2002,0.039896639456340685
3076,12884,2003,0.09572628701945599
3077,12884,2004,0.15163489633239954
3078,12884,2005,0.20952132040660637
3079,12884,2006,0.26877213905584524
3080,12898,2002,1.0713764712810736
3081,12898,2003,1.121261786943939
3082,12898,2004,1.1686606280845846
3083,12898,2005,1.2150289123408435
3084,12898,2006,1.2823586557618654
3085,12915,2002,0.32142232076539584
3086,12915,2003,0.32710293966176873
3087,12915,2004,0.36013729977869513
3088,12915,2005,0.40163967353369695
3089,12915,2006,0.44716136586653693
3090,12944,2002,0.03162272858387401
3091,12944,2003,0.07885469315974188
3092,12944,2004,0.13568855950827685
3093,12944,2005,0.1928753281098387
3094,12944,2006,0.2517215130052024
3095,13011,2002,3.403460904124027
3096,13011,2003,3.4676848408066796
3097,13011,2004,3.5547018068231138
3098,13011,2005,3.635388662747978
3099,13011,2006,3.702964873251375
3100,13013,2002,1.8608995304102085
3101,13013,2003,2.0089638792933417
3102,13013,2004,2.1190882069457184
3103,13013,2005,2.2188802107158394
3104,13013,2006,2.308138100233809
3105,13135,2002,22.184009427706197
3106,13135,2003,22.776485369892693
3107,13135,2004,23.17153500341484
3108,13135,2005,23.54286156611522
3109,13135,2006,23.833543751160523
3110,13184,2002,1.956801075522498
3111,13184,2003,2.064400086135134
3112,13184,2004,2.153438208582385
3113,13184,2005,2.238773773079543
3114,13184,2006,2.31952412017997
3115,13198,2002,0.05835800363803772
3116,13198,2003,0.10261201858372745
3117,13198,2004,0.1518922043147224
3118,13198,2005,0.20070172652309995
3119,13198,2006,0.2606702872673639
3120,13200,2002,4.547880876901862
3121,13200,2003,4.8095369818895515
3122,13200,2004,4.9750369820724645
3123,13200,2005,5.117995894795502
3124,13200,2006,5.250867626523786
3125,13204,2002,0.31562582713283904
3126,13204,2003,0.3303208227282463
3127,13204,2004,0.38111359612986406
3128,13204,2005,0.430714658579684
3129,13204,2006,0.476166091138718
3130,13219,2002,0.010361341521263723
3131,13219,2003,0.033067045394572586
3132,13219,2004,0.06280910276010232
3133,13219,2005,0.11108961205324659
3134,13219,2006,0.16843044903956506
3135,13282,2002,3.9841826042397974
3136,13282,2003,4.122561104658839
3137,13282,2004,4.2401142573588455
3138,13282,2005,4.357943089307556
3139,13282,2006,4.451599626462867
3140,13286,2002,2.488653658934142
3141,13286,2003,2.450855284232128
3142,13286,2004,2.4455235647211664
3143,13286,2005,2.449962777250765
3144,13286,2006,2.5037157091033118
3145,13326,2002,0.9484384565503701
3146,13326,2003,1.0321403465404342
3147,13326,2004,1.098482323574659
3148,13326,2005,1.1682846828027327
3149,13326,2006,1.2420347546149118
3150,13328,2002,0.05004368791011987
3151,13328,2003,0.10505475023992232
3152,13328,2004,0.16141994437536022
3153,13328,2005,0.21958587639710472
3154,13328,2006,0.279051576667242
3155,13329,2002,0.05805828311547419
3156,13329,2003,0.10253985941516366
3157,13329,2004,0.1517862831694429
3158,13329,2005,0.20091547753501093
3159,13329,2006,0.26085137116836676
3160,13332,2002,1.0712448192941182
3161,13332,2003,1.1211332309658684
3162,13332,2004,1.168526898331994
3163,13332,2005,1.2151125253998796
3164,13332,2006,1.282417216330917
3165,13354,2002,2.2118587720719294
3166,13354,2003,2.288981190947886
3167,13354,2004,2.380898160358743
3168,13354,2005,2.4568214573642804
3169,13354,2006,2.5240348332536504
3170,13365,2002,0.9399738093140043
3171,13365,2003,1.0146256251865833
3172,13365,2004,1.0815126002506934
3173,13365,2005,1.1506298165784283
3174,13365,2006,1.2239078038046345
3175,13369,2002,3.388205375368437
3176,13369,2003,3.087160805683598
3177,13369,2004,2.9384277967314203
3178,13369,2005,2.832761911686239
3179,13369,2006,2.8772917323029166
3180,13406,2002,1.1318214967978446
3181,13406,2003,1.0107535120256372
3182,13406,2004,0.9301742366764161
3183,13406,2005,0.9586770918837383
3184,13406,2006,0.9992126374493864
3185,13407,2002,9.873134535291335
3186,13407,2003,10.150514157943938
3187,13407,2004,10.350271328834804
3188,13407,2005,10.51859352242894
3189,13407,2006,10.672229575858678
3190,13421,2002,64.83167248392634
3191,13421,2003,66.11942877773467
3192,13421,2004,67.21056516607482
3193,13421,2005,68.02205648223917
3194,13421,2006,68.49082243287165
3195,13440,2002,5.145721692343055
3196,13440,2003,4.954073616465067
3197,13440,2004,4.859942539706079
3198,13440,2005,4.811777043872161
3199,13440,2006,4.842133910092511
3200,13474,2002,1.085056432618608
3201,13474,2003,1.1616615819151423
3202,13474,2004,1.233787821001477
3203,13474,2005,1.2990700044697476
3204,13474,2006,1.3667066683997593
3205,13479,2002,8.938791401136147
3206,13479,2003,9.043861996153993
3207,13479,2004,9.170081398604765
3208,13479,2005,9.275192791943
3209,13479,2006,9.360133704233474
3210,13525,2002,0.05153535276363427
3211,13525,2003,0.09644139647752328
3212,13525,2004,0.1538332337331996
3213,13525,2005,0.2115756197697646
3214,13525,2006,0.27080509640763634
3215,13554,2002,1.8521520587443026
3216,13554,2003,1.990843874611219
3217,13554,2004,2.1015793074109212
3218,13554,2005,2.2006577591987484
3219,13554,2006,2.289259749115535
3220,13570,2002,0.950352040900454
3221,13570,2003,1.0522559893067702
3222,13570,2004,1.135275047964129
3223,13570,2005,1.2141108006567427
3224,13570,2006,1.2888579195255945
3225,13599,2002,11.370010089017315
3226,13599,2003,11.529491786495448
3227,13599,2004,11.697275709296779
3228,13599,2005,11.843981967076417
3229,13599,2006,11.973638817607483
3230,13619,2002,5.090908376626725
3231,13619,2003,5.0567923913965425
3232,13619,2004,5.082314314479218
3233,13619,2005,5.114237906940552
3234,13619,2006,5.154941229694961
3235,13623,2002,4.99077961797045
3236,13623,2003,5.1269598358179245
3237,13623,2004,5.216417718267729
3238,13623,2005,5.314168424678996
3239,13623,2006,5.415692291253506
3240,13680,2002,0.038201924004597744
3241,13680,2003,0.06753603725347163
3242,13680,2004,0.09764613130740446
3243,13680,2005,0.1471096749236385
3244,13680,2006,0.2052766215779777
3245,13700,2002,9.538728757443208
3246,13700,2003,9.565157781016788
3247,13700,2004,9.677333458524766
3248,13700,2005,9.75093881492627
3249,13700,2006,9.852587628110205
3250,13733,2002,0.18818146136631422
3251,13733,2003,0.21752331257161459
3252,13733,2004,0.2716241401297861
3253,13733,2005,0.3254391540686835
3254,13733,2006,0.37786499043330046
3255,13765,2002,0.060609686942788135
3256,13765,2003,0.11505701389114933
3257,13765,2004,0.17186886854068528
3258,13765,2005,0.23033938432934403
3259,13765,2006,0.290518810471254
3260,13782,2002,1.097625811439683
3261,13782,2003,1.1829060782150944
3262,13782,2004,1.2636170013609966
3263,13782,2005,1.3393892252014652
3264,13782,2006,1.407425977802057
3265,13786,2002,3.6609439893247355
3266,13786,2003,3.9022410260923284
3267,13786,2004,4.065329011243435
3268,13786,2005,4.206454482542518
3269,13786,2006,4.324835351180923
3270,13789,2002,0.021666416493993874
3271,13789,2003,0.0695501436590301
3272,13789,2004,0.1255772067891717
3273,13789,2005,0.18251989465451604
3274,13789,2006,0.24113366761977176
3275,13794,2002,0.23449933426613745
3276,13794,2003,0.20066593821095305
3277,13794,2004,0.21605137153822176
3278,13794,2005,0.24455621239254094
3279,13794,2006,0.2870681678552941
3280,13824,2002,8.842042678184846
3281,13824,2003,9.22083280427281
3282,13824,2004,9.48581401448065
3283,13824,2005,9.691384797553296
3284,13824,2006,9.849766002556262
3285,13906,2002,6.682399049983541
3286,13906,2003,6.829354376734796
3287,13906,2004,6.978603253374276
3288,13906,2005,7.077964512613153
3289,13906,2006,7.166191049813185
3290,13963,2002,0.060436817870115435
3291,13963,2003,0.11441177195662042
3292,13963,2004,0.1714364384743982
3293,13963,2005,0.23021991253378332
3294,13963,2006,0.29028315912294994
3295,13988,2002,3.838340597583425
3296,13988,2003,3.871845506455423
3297,13988,2004,3.949748316205307
3298,13988,2005,4.010240399283281
3299,13988,2006,4.059500465473438
3300,13990,2002,0.33329221720535984
3301,13990,2003,0.3561823333676026
3302,13990,2004,0.40636065531623555
3303,13990,2005,0.4569443685171781
3304,13990,2006,0.5030052196588326
3305,14102,2002,10.672371564011263
3306,14102,2003,11.021351562479913
3307,14102,2004,11.256741942945624
3308,14102,2005,11.480219556414955
3309,14102,2006,11.653973445171486
3310,14108,2002,7.997707292871365
3311,14108,2003,8.195886883364395
3312,14108,2004,8.352153759015497
3313,14108,2005,8.454153707666693
3314,14108,2006,8.589868951404002
3315,14113,2002,0.05004368791011987
3316,14113,2003,0.10505475023992233
3317,14113,2004,0.1614199443753602
3318,14113,2005,0.21958587639710472
3319,14113,2006,0.279051576667242
3320,14169,2002,0.040661938129217576
3321,14169,2003,0.08008010835911342
3322,14169,2004,0.11815830612291556
3323,14169,2005,0.17724259118958052
3324,14169,2006,0.23515966616307643
3325,14182,2002,7.655990236434268
3326,14182,2003,7.593566553147723
3327,14182,2004,7.657045830901516
3328,14182,2005,7.727285790143552
3329,14182,2006,7.8455921030086575
3330,14186,2002,19.710289166957047
3331,14186,2003,20.024379277233745
3332,14186,2004,20.414032345021248
3333,14186,2005,20.720656457793247
3334,14186,2006,20.89985693211744
3335,14252,2002,0.16132398733814451
3336,14252,2003,0.1651339049375133
3337,14252,2004,0.21083123742586202
3338,14252,2005,0.2637298566860739
3339,14252,2006,0.31436885217935046
3340,14256,2002,46.95473855696198
3341,14256,2003,47.88817783455163
3342,14256,2004,48.41956898344034
3343,14256,2005,48.970734565081486
3344,14256,2006,49.47087406873514
3345,14268,2002,11.513179519988547
3346,14268,2003,11.926562258340299
3347,14268,2004,12.239683359685156
3348,14268,2005,12.498505155812891
3349,14268,2006,12.676280820995704
3350,14282,2002,15.0362312033009
3351,14282,2003,14.912981860320587
3352,14282,2004,14.911856332302479
3353,14282,2005,14.948483513538903
3354,14282,2006,15.050426200396121
3355,14311,2002,2.0083404282588733
3356,14311,2003,1.9563697696211968
3357,14311,2004,1.9548650346662708
3358,14311,2005,1.967251223214649
3359,14311,2006,2.0379628672047656
3360,14324,2002,91.33602471453557
3361,14324,2003,92.07104262729699
3362,14324,2004,92.84901304837277
3363,14324,2005,93.58973793758689
3364,14324,2006,94.34613032327695
3365,14385,2002,19.614480012426256
3366,14385,2003,19.92636991643096
3367,14385,2004,20.217340474714955
3368,14385,2005,20.379803401243493
3369,14385,2006,20.57745927188593
3370,14395,2002,2.89545831493406
3371,14395,2003,3.0646560104832745
3372,14395,2004,3.190379852616652
3373,14395,2005,3.2972712902700865
